customer_id,first_name,last_name,email,phone,gender,date_of_birth,city,state,country,customer_segment,signup_date,created_date,updated_date
1412,Tarun,Shetty,tarun.shetty5564@yahoo.com,9575176545,Male,1970-07-10,Surat,Gujarat,India,Bronze,2023-01-24,2023-01-24,2023-01-24
1413,Murali,Choudhary,murali.choudhary5691@outlook.com,6342980643,Male,1972-09-08,Coimbatore,Tamil Nadu,India,Bronze,2023-05-30,2023-05-30,2023-05-30
1414,Ajay,Agarwal,ajay.agarwal2819@gmail.com,7566032896,Male,1976-09-17,Nashik,Maharashtra,India,Gold,2023-12-07,2023-12-07,2023-12-07
1415,Rehan,Bhat,rehan.bhat5268@outlook.com,6921197542,Male,1991-05-10,Cuttack,Odisha,India,Bronze,2024-04-02,2024-04-02,2024-04-02
1416,Siddharth,Nair,siddharth.nair8886@yahoo.com,9288226958,Male,1962-08-30,Chennai,Tamil Nadu,India,Gold,2022-09-05,2022-09-05,2022-09-05
1417,Gokul,Joshi,gokul.joshi9136@gmail.com,8224018513,Male,1968-09-01,Coimbatore,Tamil Nadu,India,Gold,2023-07-09,2023-07-09,2023-07-09
1418,Srinivas,Kapoor,srinivas.kapoor1264@yahoo.com,9284372025,Male,1989-03-24,New Delhi,Delhi,India,Silver,2024-12-23,2024-12-23,2024-12-23
1419,Sana,Das,sana.das3312@outlook.com,9947554383,Female,1978-09-27,Madurai,Tamil Nadu,India,Bronze,2026-01-19,2026-01-19,2026-01-19
1420,Dinesh,Pillai,dinesh.pillai1532@hotmail.com,9468223360,Male,2005-11-13,Coimbatore,Tamil Nadu,India,Gold,2025-07-11,2025-07-11,2025-07-11
1421,Madhav,Mehta,madhav.mehta4718@hotmail.com,6180655457,Male,1996-03-25,Cuttack,Odisha,India,Platinum,2026-04-05,2026-04-05,2026-04-05
1422,Sanjana,Mehta,sanjana.mehta532@hotmail.com,6395329258,Female,1972-06-19,Vadodara,Gujarat,India,Bronze,2025-09-02,2025-09-02,2025-09-02
1423,Ananya,Pillai,ananya.pillai9964@yahoo.com,6946349895,Female,1976-12-30,Chennai,Tamil Nadu,India,Bronze,2024-12-01,2024-12-01,2024-12-01
1424,Venkat,Chatterjee,venkat.chatterjee7473@gmail.com,6692524594,Male,1960-11-03,New Delhi,Delhi,India,Platinum,2025-01-19,2025-01-19,2025-01-19
1425,Deepika,Mehta,deepika.mehta1245@hotmail.com,6165310720,Female,1984-11-24,Bhopal,Madhya Pradesh,India,Platinum,2025-01-15,2025-01-15,2025-01-15
1426,Lokesh,Reddy,lokesh.reddy2137@outlook.com,9123115820,Male,1964-04-06,Thiruvananthapuram,Kerala,India,Platinum,2026-02-06,2026-02-06,2026-02-06
1427,Ravindra,Singh,ravindra.singh7161@outlook.com,9328728892,Male,1991-04-26,Vadodara,Gujarat,India,Silver,2025-04-09,2025-04-09,2025-04-09
1428,Naveen,Reddy,naveen.reddy3561@hotmail.com,7493852386,Male,2004-01-15,Udaipur,Rajasthan,India,Bronze,2026-03-05,2026-03-05,2026-03-05
1429,Reshma,Bhat,reshma.bhat1853@hotmail.com,7383099766,Female,1983-01-21,Ranchi,Jharkhand,India,Gold,2023-06-03,2023-06-03,2023-06-03
1430,Pavan,Agarwal,pavan.agarwal815@outlook.com,8889860184,Male,1982-05-23,Delhi,Delhi,India,Gold,2025-05-27,2025-05-27,2025-05-27
1431,Farah,Gupta,farah.gupta9087@hotmail.com,6225404005,Female,2002-09-12,Coimbatore,Tamil Nadu,India,Gold,2023-08-20,2023-08-20,2023-08-20
1432,Mahesh,Mishra,mahesh.mishra1061@outlook.com,8271261866,Male,2008-01-13,Coimbatore,Tamil Nadu,India,Bronze,2024-09-23,2024-09-23,2024-09-23
1433,Rashmi,Yadav,rashmi.yadav7687@hotmail.com,7117748738,Female,1982-03-16,Warangal,Telangana,India,Platinum,2023-11-19,2023-11-19,2023-11-19
1434,Prakash,Yadav,prakash.yadav3863@yahoo.com,9844503112,Male,1984-06-09,Warangal,Telangana,India,Bronze,2024-09-26,2024-09-26,2024-09-26
1435,Varun,Sharma,varun.sharma9993@yahoo.com,8153540011,Male,1960-05-24,Agra,Uttar Pradesh,India,Silver,2023-08-03,2023-08-03,2023-08-03
1436,Zubair,Pillai,zubair.pillai4163@yahoo.com,9219161813,Male,2002-07-10,Mangalore,Karnataka,India,Bronze,2022-10-06,2022-10-06,2022-10-06
1437,Ranjith,Patel,ranjith.patel1378@hotmail.com,7060406979,Male,1974-05-28,Mysore,Karnataka,India,Silver,2022-09-03,2022-09-03,2022-09-03
1438,Trisha,Bhat,trisha.bhat1737@outlook.com,9562206643,Female,1992-01-10,Delhi,Delhi,India,Platinum,2025-11-01,2025-11-01,2025-11-01
1439,Khushi,Iyer,khushi.iyer2257@hotmail.com,9390507741,Female,1984-08-29,Varanasi,Uttar Pradesh,India,Silver,2026-04-12,2026-04-12,2026-04-12
1440,Madhavi,Pandey,madhavi.pandey2398@yahoo.com,9151349223,Female,1969-04-10,Jaipur,Rajasthan,India,Bronze,2025-03-21,2025-03-21,2025-03-21
1441,Kiran,Pandey,kiran.pandey4350@yahoo.com,7838979196,Male,1977-04-22,Pune,Maharashtra,India,Bronze,2025-12-27,2025-12-27,2025-12-27
1442,Dhruv,Nair,dhruv.nair3790@gmail.com,8522225949,Male,1978-04-02,Warangal,Telangana,India,Platinum,2026-06-17,2026-06-17,2026-06-17
1443,Diya,Bhat,diya.bhat1705@yahoo.com,7548129584,Female,1985-09-22,Cuttack,Odisha,India,Silver,2025-09-09,2025-09-09,2025-09-09
1444,Dinesh,Iyer,dinesh.iyer8794@hotmail.com,8954019801,Male,1987-03-30,Nagpur,Maharashtra,India,Silver,2025-01-24,2025-01-24,2025-01-24
1445,Balaji,Patel,balaji.patel2231@gmail.com,9738567696,Male,1983-08-21,Nashik,Maharashtra,India,Platinum,2024-08-08,2024-08-08,2024-08-08
1446,Sana,Agarwal,sana.agarwal8955@hotmail.com,6912428905,Female,1958-12-21,Ranchi,Jharkhand,India,Platinum,2022-12-03,2022-12-03,2022-12-03
1447,Uma,Gupta,uma.gupta5818@gmail.com,7559097547,Female,1963-06-04,Warangal,Telangana,India,Bronze,2022-12-22,2022-12-22,2022-12-22
1448,Pradeep,Kulkarni,pradeep.kulkarni2788@hotmail.com,8552894154,Male,1968-02-29,Hyderabad,Telangana,India,Gold,2023-01-10,2023-01-10,2023-01-10
1449,Vani,Gupta,vani.gupta4108@hotmail.com,6816385543,Female,1975-01-31,Kolkata,West Bengal,India,Silver,2024-07-05,2024-07-05,2024-07-05
1450,Satish,Iyer,satish.iyer1637@outlook.com,8815758026,Male,2004-07-29,New Delhi,Delhi,India,Gold,2024-09-10,2024-09-10,2024-09-10
1451,Dinesh,Joshi,dinesh.joshi4505@hotmail.com,9640657979,Male,2000-07-24,Kanpur,Uttar Pradesh,India,Bronze,2025-08-29,2025-08-29,2025-08-29
1452,Pooja,Kapoor,pooja.kapoor5534@outlook.com,8229824165,Female,1972-08-21,Surat,Gujarat,India,Platinum,2024-12-05,2024-12-05,2024-12-05
1453,Bhanu,Reddy,bhanu.reddy6297@outlook.com,6502372212,Male,1984-01-16,Cuttack,Odisha,India,Silver,2026-01-09,2026-01-09,2026-01-09
1454,Komal,Gupta,komal.gupta9861@hotmail.com,7779591004,Female,1990-11-26,Aurangabad,Maharashtra,India,Silver,2022-10-18,2022-10-18,2022-10-18
1455,Sandeep,Pillai,sandeep.pillai2959@hotmail.com,9847708559,Male,1981-12-12,New Delhi,Delhi,India,Gold,2024-02-10,2024-02-10,2024-02-10
1456,Sai,Das,sai.das4166@gmail.com,9115689351,Male,1962-12-22,Pune,Maharashtra,India,Gold,2023-04-08,2023-04-08,2023-04-08
1457,Pavan,Sharma,pavan.sharma3431@yahoo.com,7966154151,Male,1959-01-14,Bhopal,Madhya Pradesh,India,Bronze,2022-08-03,2022-08-03,2022-08-03
1458,Sarika,Yadav,sarika.yadav2648@yahoo.com,9983871401,Female,1999-07-21,Indore,Madhya Pradesh,India,Gold,2025-09-16,2025-09-16,2025-09-16
1459,Imran,Sharma,imran.sharma4444@gmail.com,9730553633,Male,1957-01-20,Vadodara,Gujarat,India,Silver,2025-05-21,2025-05-21,2025-05-21
1460,Rahul,Reddy,rahul.reddy5153@gmail.com,8187641976,Male,1969-04-01,Udaipur,Rajasthan,India,Platinum,2024-10-07,2024-10-07,2024-10-07
1461,Yash,Choudhary,yash.choudhary4055@gmail.com,6864614305,Male,1971-02-22,Karimnagar,Telangana,India,Bronze,2022-10-07,2022-10-07,2022-10-07
1462,Anjali,Shetty,anjali.shetty4891@outlook.com,8081602059,Female,1967-10-14,Kanpur,Uttar Pradesh,India,Platinum,2025-04-12,2025-04-12,2025-04-12
1463,Deepak,Kulkarni,deepak.kulkarni5069@outlook.com,9442202487,Male,1992-03-19,Agra,Uttar Pradesh,India,Bronze,2024-11-23,2024-11-23,2024-11-23
1464,Shreyas,Nair,shreyas.nair6134@hotmail.com,7040313364,Male,2004-07-31,Mysore,Karnataka,India,Gold,2023-10-30,2023-10-30,2023-10-30
1465,Meera,Shetty,meera.shetty8712@gmail.com,8321319325,Female,1960-08-13,Patna,Bihar,India,Gold,2025-05-31,2025-05-31,2025-05-31
1466,Prakash,Choudhary,prakash.choudhary4218@outlook.com,6324033970,Male,1983-11-20,Udaipur,Rajasthan,India,Bronze,2024-08-15,2024-08-15,2024-08-15
1467,Sushmita,Kulkarni,sushmita.kulkarni181@hotmail.com,8825038436,Female,1993-07-04,New Delhi,Delhi,India,Gold,2023-09-21,2023-09-21,2023-09-21
1468,Jagadeesh,Yadav,jagadeesh.yadav5114@gmail.com,9667977965,Male,1961-08-07,New Delhi,Delhi,India,Silver,2023-08-04,2023-08-04,2023-08-04
1469,Imran,Kapoor,imran.kapoor8300@outlook.com,9188951752,Male,2005-12-01,Mumbai,Maharashtra,India,Bronze,2023-08-26,2023-08-26,2023-08-26
1470,Naresh,Choudhary,naresh.choudhary2584@hotmail.com,7683796072,Male,2002-04-11,Coimbatore,Tamil Nadu,India,Gold,2025-11-09,2025-11-09,2025-11-09
1471,Kavya,Sharma,kavya.sharma2782@hotmail.com,9452731746,Female,1965-11-27,Visakhapatnam,Andhra Pradesh,India,Bronze,2024-07-10,2024-07-10,2024-07-10
1472,Ajay,Chatterjee,ajay.chatterjee8036@outlook.com,9468871015,Male,2003-08-05,Salem,Tamil Nadu,India,Platinum,2023-07-19,2023-07-19,2023-07-19
1473,Vamsi,Agarwal,vamsi.agarwal1118@yahoo.com,7716186062,Male,1960-07-07,Visakhapatnam,Andhra Pradesh,India,Platinum,2025-05-09,2025-05-09,2025-05-09
1474,Aditya,Kulkarni,aditya.kulkarni4114@yahoo.com,9070190374,Male,2005-05-20,Bangalore,Karnataka,India,Platinum,2023-07-21,2023-07-21,2023-07-21
1475,Arjun,Nair,arjun.nair8467@gmail.com,7900169781,Male,1999-06-27,New Delhi,Delhi,India,Platinum,2024-09-10,2024-09-10,2024-09-10
1476,Ritik,Pandey,ritik.pandey5287@hotmail.com,8657562419,Male,1964-11-12,Agra,Uttar Pradesh,India,Platinum,2023-10-21,2023-10-21,2023-10-21
1477,Priya,Shetty,priya.shetty7428@gmail.com,7256489509,Female,1958-08-21,Nagpur,Maharashtra,India,Gold,2023-01-10,2023-01-10,2023-01-10
1478,Ayaan,Shetty,ayaan.shetty1040@outlook.com,8727327364,Male,1996-11-26,Vadodara,Gujarat,India,Gold,2025-03-15,2025-03-15,2025-03-15
1479,Gokul,Joshi,gokul.joshi5824@outlook.com,8734120955,Male,1968-05-19,Madurai,Tamil Nadu,India,Silver,2023-03-15,2023-03-15,2023-03-15
1480,Neha,Joshi,neha.joshi8350@gmail.com,6004757098,Female,1981-02-17,Vijayawada,Andhra Pradesh,India,Gold,2023-06-17,2023-06-17,2023-06-17
1481,Pavithra,Bhat,pavithra.bhat5251@gmail.com,7075927980,Female,2005-01-10,Vadodara,Gujarat,India,Gold,2023-04-05,2023-04-05,2023-04-05
1482,Pavan,Mehta,pavan.mehta2841@outlook.com,7283748274,Male,1983-10-17,Delhi,Delhi,India,Bronze,2026-01-06,2026-01-06,2026-01-06
1483,Dinesh,Sharma,dinesh.sharma2240@gmail.com,7493106303,Male,1958-04-21,Nashik,Maharashtra,India,Silver,2026-05-13,2026-05-13,2026-05-13
1484,Sushmita,Gupta,sushmita.gupta8073@gmail.com,9964496438,Female,1977-05-06,Patna,Bihar,India,Platinum,2025-07-15,2025-07-15,2025-07-15
1485,Dhruv,Verma,dhruv.verma3277@hotmail.com,6035282704,Male,1978-05-13,Visakhapatnam,Andhra Pradesh,India,Silver,2023-06-09,2023-06-09,2023-06-09
1486,Ritik,Verma,ritik.verma2177@gmail.com,9314203117,Male,1970-05-19,Kolkata,West Bengal,India,Bronze,2026-04-17,2026-04-17,2026-04-17
1487,Venkat,Mehta,venkat.mehta2685@gmail.com,6422972665,Male,2005-06-30,Thiruvananthapuram,Kerala,India,Platinum,2026-05-05,2026-05-05,2026-05-05
1488,Vijay,Shetty,vijay.shetty5407@outlook.com,8860814548,Male,1967-04-20,Delhi,Delhi,India,Silver,2025-01-06,2025-01-06,2025-01-06
1489,Mounika,Yadav,mounika.yadav3039@yahoo.com,8104815575,Female,1974-11-30,Mysore,Karnataka,India,Platinum,2023-04-02,2023-04-02,2023-04-02
1490,Meera,Shetty,meera.shetty589@hotmail.com,9622430285,Female,1999-08-27,Madurai,Tamil Nadu,India,Gold,2026-05-25,2026-05-25,2026-05-25
1491,Chandana,Reddy,chandana.reddy7341@yahoo.com,7014456875,Female,1984-06-29,Surat,Gujarat,India,Bronze,2023-11-30,2023-11-30,2023-11-30
1492,Pranav,Agarwal,pranav.agarwal7458@hotmail.com,7866322235,Male,1984-08-16,Aurangabad,Maharashtra,India,Bronze,2026-05-03,2026-05-03,2026-05-03
1493,Nandini,Pillai,nandini.pillai2230@gmail.com,9363082253,Female,1980-11-27,Thiruvananthapuram,Kerala,India,Gold,2025-09-21,2025-09-21,2025-09-21
1494,Ajay,Singh,ajay.singh312@hotmail.com,7825725574,Male,1973-11-12,Varanasi,Uttar Pradesh,India,Bronze,2023-04-07,2023-04-07,2023-04-07
1495,Surya,Mehta,surya.mehta2294@yahoo.com,9034393669,Male,1967-06-16,Patna,Bihar,India,Gold,2023-04-22,2023-04-22,2023-04-22
1496,Pradeep,Yadav,pradeep.yadav3044@gmail.com,9256711297,Male,1983-08-13,Hubli,Karnataka,India,Gold,2023-06-10,2023-06-10,2023-06-10
1497,Chandana,Kulkarni,chandana.kulkarni934@outlook.com,6030574520,Female,2001-11-05,Bhubaneswar,Odisha,India,Bronze,2024-07-26,2024-07-26,2024-07-26
1498,Harsha,Kumar,harsha.kumar3353@gmail.com,6401380150,Male,2000-04-27,Pune,Maharashtra,India,Platinum,2023-08-08,2023-08-08,2023-08-08
1499,Pavithra,Singh,pavithra.singh2380@hotmail.com,6827760333,Female,1995-12-13,Ranchi,Jharkhand,India,Platinum,2023-01-05,2023-01-05,2023-01-05
1500,Reshma,Agarwal,reshma.agarwal3101@hotmail.com,9062114433,Female,1995-05-19,Bhopal,Madhya Pradesh,India,Gold,2026-04-07,2026-04-07,2026-04-07
1501,Revathi,Yadav,revathi.yadav9113@hotmail.com,8303096924,Female,1981-10-20,Nashik,Maharashtra,India,Platinum,2024-06-05,2024-06-05,2024-06-05
1502,Santosh,Jain,santosh.jain9309@yahoo.com,6378332840,Male,1978-06-01,Hubli,Karnataka,India,Silver,2023-06-04,2023-06-04,2023-06-04
1503,Ravindra,Nair,ravindra.nair5208@hotmail.com,8477214829,Male,1968-04-26,Chennai,Tamil Nadu,India,Silver,2022-08-18,2022-08-18,2022-08-18
1504,Archana,Patel,archana.patel1308@outlook.com,9979800278,Female,1984-04-15,Bhopal,Madhya Pradesh,India,Bronze,2025-01-08,2025-01-08,2025-01-08
1505,Krishna,Patel,krishna.patel5301@gmail.com,8241588538,Male,1994-09-08,Kochi,Kerala,India,Bronze,2025-10-21,2025-10-21,2025-10-21
1506,Vani,Joshi,vani.joshi1402@gmail.com,8970367513,Female,1995-01-02,Kanpur,Uttar Pradesh,India,Gold,2023-07-18,2023-07-18,2023-07-18
1507,Venkat,Bhat,venkat.bhat5421@gmail.com,7100328281,Male,2004-10-28,Hubli,Karnataka,India,Gold,2025-11-25,2025-11-25,2025-11-25
1508,Rishi,Reddy,rishi.reddy3242@yahoo.com,7697979672,Male,1983-10-17,Ranchi,Jharkhand,India,Platinum,2023-09-05,2023-09-05,2023-09-05
1509,Anjali,Rao,anjali.rao3580@outlook.com,9544986474,Female,1988-11-09,Bhopal,Madhya Pradesh,India,Bronze,2023-06-19,2023-06-19,2023-06-19
1510,Sangeetha,Iyer,sangeetha.iyer324@gmail.com,9137030450,Female,1985-06-03,Ranchi,Jharkhand,India,Platinum,2026-05-05,2026-05-05,2026-05-05
1511,Sarika,Reddy,sarika.reddy8319@gmail.com,6212202591,Female,1988-10-16,Agra,Uttar Pradesh,India,Bronze,2026-02-07,2026-02-07,2026-02-07
1512,Karthik,Mishra,karthik.mishra9265@outlook.com,6089132864,Male,1997-01-08,Bhubaneswar,Odisha,India,Silver,2022-07-22,2022-07-22,2022-07-22
1513,Harika,Pillai,harika.pillai7708@hotmail.com,9077825033,Female,1973-05-06,Salem,Tamil Nadu,India,Silver,2025-09-21,2025-09-21,2025-09-21
1514,Neha,Choudhary,neha.choudhary5398@hotmail.com,8889650630,Female,1986-08-20,Bangalore,Karnataka,India,Platinum,2023-03-30,2023-03-30,2023-03-30
1515,Monika,Mehta,monika.mehta6515@yahoo.com,9313484433,Female,1978-06-12,Chennai,Tamil Nadu,India,Gold,2026-02-06,2026-02-06,2026-02-06
1516,Murali,Kapoor,murali.kapoor1533@yahoo.com,7529970811,Male,1961-01-13,Warangal,Telangana,India,Bronze,2026-01-05,2026-01-05,2026-01-05
1517,Kavya,Sharma,kavya.sharma7634@hotmail.com,9253930649,Female,1991-01-22,Mysore,Karnataka,India,Silver,2022-11-23,2022-11-23,2022-11-23
1518,Khushi,Rao,khushi.rao5305@gmail.com,9919174390,Female,2000-09-23,Salem,Tamil Nadu,India,Gold,2024-12-11,2024-12-11,2024-12-11
1519,Yogesh,Kapoor,yogesh.kapoor9091@yahoo.com,6229119977,Male,1991-10-06,Delhi,Delhi,India,Gold,2024-05-19,2024-05-19,2024-05-19
1520,Krishna,Gupta,krishna.gupta9145@yahoo.com,6003566475,Male,1974-03-09,Patna,Bihar,India,Bronze,2025-10-26,2025-10-26,2025-10-26
1521,Srinivas,Pillai,srinivas.pillai3129@outlook.com,7522224602,Male,1961-12-16,Bangalore,Karnataka,India,Bronze,2024-06-15,2024-06-15,2024-06-15
1522,Rekha,Das,rekha.das640@yahoo.com,7527341122,Female,1981-11-15,Surat,Gujarat,India,Platinum,2023-11-10,2023-11-10,2023-11-10
1523,Sowmya,Reddy,sowmya.reddy660@outlook.com,6344639692,Female,1981-11-20,Surat,Gujarat,India,Gold,2023-07-06,2023-07-06,2023-07-06
1524,Rohit,Bhat,rohit.bhat4517@gmail.com,8775353202,Male,1971-02-10,Coimbatore,Tamil Nadu,India,Bronze,2023-10-07,2023-10-07,2023-10-07
1525,Raghav,Jain,raghav.jain9077@hotmail.com,8053507504,Male,2004-10-24,New Delhi,Delhi,India,Platinum,2024-08-25,2024-08-25,2024-08-25
1526,Karthik,Das,karthik.das5337@gmail.com,8997707664,Male,1989-03-27,Jaipur,Rajasthan,India,Platinum,2026-02-07,2026-02-07,2026-02-07
1527,Trisha,Nair,trisha.nair7480@gmail.com,9395017024,Female,1989-03-31,Varanasi,Uttar Pradesh,India,Silver,2024-01-13,2024-01-13,2024-01-13
1528,Nikhil,Choudhary,nikhil.choudhary6759@outlook.com,7544166347,Male,1965-10-17,Hyderabad,Telangana,India,Bronze,2024-10-12,2024-10-12,2024-10-12
1529,Anupama,Yadav,anupama.yadav3114@hotmail.com,6593625771,Female,2000-11-29,Aurangabad,Maharashtra,India,Gold,2024-08-02,2024-08-02,2024-08-02
1530,Sarika,Shetty,sarika.shetty7139@gmail.com,7395245932,Female,1975-07-25,Lucknow,Uttar Pradesh,India,Platinum,2023-11-17,2023-11-17,2023-11-17
1531,Madhav,Rao,madhav.rao136@hotmail.com,6283584585,Male,1976-09-04,Patna,Bihar,India,Silver,2024-01-04,2024-01-04,2024-01-04
1532,Lakshmi,Shetty,lakshmi.shetty7586@outlook.com,7663681345,Female,1957-10-11,Nagpur,Maharashtra,India,Gold,2024-06-27,2024-06-27,2024-06-27
1533,Aditi,Mehta,aditi.mehta8582@gmail.com,9676737729,Female,1961-07-04,Ranchi,Jharkhand,India,Silver,2023-12-22,2023-12-22,2023-12-22
1534,Raghav,Mishra,raghav.mishra3658@gmail.com,7955680061,Male,1973-12-02,Jaipur,Rajasthan,India,Bronze,2024-02-23,2024-02-23,2024-02-23
1535,Archana,Yadav,archana.yadav9490@gmail.com,8726202108,Female,1989-06-28,Madurai,Tamil Nadu,India,Gold,2024-06-27,2024-06-27,2024-06-27
1536,Anjali,Sharma,anjali.sharma6859@outlook.com,7188247217,Female,1996-08-29,Udaipur,Rajasthan,India,Gold,2025-01-17,2025-01-17,2025-01-17
1537,Varun,Pandey,varun.pandey4147@yahoo.com,7355929953,Male,1977-03-17,Kanpur,Uttar Pradesh,India,Platinum,2025-11-06,2025-11-06,2025-11-06
1538,Ravindra,Yadav,ravindra.yadav2363@hotmail.com,6965824055,Male,1957-11-11,Vijayawada,Andhra Pradesh,India,Platinum,2025-08-13,2025-08-13,2025-08-13
1539,Yash,Kapoor,yash.kapoor4726@outlook.com,7894857511,Male,2001-04-14,Kolkata,West Bengal,India,Gold,2024-03-28,2024-03-28,2024-03-28
1540,Bhanu,Mehta,bhanu.mehta2114@gmail.com,8552132805,Male,1964-02-04,Agra,Uttar Pradesh,India,Platinum,2024-06-27,2024-06-27,2024-06-27
1541,Aditi,Iyer,aditi.iyer9829@gmail.com,6366781546,Female,1979-05-11,Warangal,Telangana,India,Bronze,2022-08-20,2022-08-20,2022-08-20
1542,Diya,Singh,diya.singh9154@outlook.com,8445439855,Female,1995-04-27,New Delhi,Delhi,India,Gold,2024-05-14,2024-05-14,2024-05-14
1543,Ganesh,Kapoor,ganesh.kapoor9656@hotmail.com,9631020099,Male,1977-03-17,Mysore,Karnataka,India,Platinum,2025-08-11,2025-08-11,2025-08-11
1544,Ishita,Gupta,ishita.gupta1571@hotmail.com,6121117838,Female,1966-02-02,Cuttack,Odisha,India,Platinum,2025-08-12,2025-08-12,2025-08-12
1545,Ananya,Patel,ananya.patel6626@gmail.com,7372253452,Female,1965-07-22,Madurai,Tamil Nadu,India,Bronze,2026-03-13,2026-03-13,2026-03-13
1546,Nazia,Kumar,nazia.kumar2406@yahoo.com,8661550803,Female,1982-05-20,Hyderabad,Telangana,India,Silver,2023-12-15,2023-12-15,2023-12-15
1547,Archana,Patel,archana.patel746@yahoo.com,9199573058,Female,1980-08-02,Coimbatore,Tamil Nadu,India,Gold,2023-03-07,2023-03-07,2023-03-07
1548,Rohit,Das,rohit.das1169@hotmail.com,6874579661,Male,1957-07-29,Ahmedabad,Gujarat,India,Platinum,2024-12-25,2024-12-25,2024-12-25
1549,Pradeep,Mishra,pradeep.mishra819@yahoo.com,9971809333,Male,2005-07-08,Kolkata,West Bengal,India,Bronze,2023-03-25,2023-03-25,2023-03-25
1550,Madhuri,Verma,madhuri.verma4903@yahoo.com,7672796377,Female,1989-05-22,Salem,Tamil Nadu,India,Gold,2023-06-19,2023-06-19,2023-06-19
1551,Komal,Rao,komal.rao3030@outlook.com,7343728247,Female,1993-10-20,Vijayawada,Andhra Pradesh,India,Silver,2026-04-07,2026-04-07,2026-04-07
1552,Shiva,Sharma,shiva.sharma8487@hotmail.com,7693779885,Male,2001-08-09,Thiruvananthapuram,Kerala,India,Platinum,2022-12-01,2022-12-01,2022-12-01
1553,Faizan,Nair,faizan.nair3598@gmail.com,9398638246,Male,1979-12-14,Varanasi,Uttar Pradesh,India,Bronze,2024-02-22,2024-02-22,2024-02-22
1554,Harini,Kapoor,harini.kapoor7176@gmail.com,6902942265,Female,1966-07-03,Kolkata,West Bengal,India,Bronze,2024-10-29,2024-10-29,2024-10-29
1555,Rekha,Nair,rekha.nair9345@outlook.com,6013087757,Female,1971-05-09,Bhopal,Madhya Pradesh,India,Gold,2023-06-17,2023-06-17,2023-06-17
1556,Anupama,Mehta,anupama.mehta4509@outlook.com,9644392796,Female,1991-12-23,Hyderabad,Telangana,India,Silver,2023-02-11,2023-02-11,2023-02-11
1557,Ravindra,Das,ravindra.das5196@yahoo.com,7374155170,Male,1977-03-23,Delhi,Delhi,India,Gold,2025-07-07,2025-07-07,2025-07-07
1558,Tanya,Sharma,tanya.sharma129@outlook.com,8152804254,Female,1966-08-08,Thiruvananthapuram,Kerala,India,Bronze,2024-10-12,2024-10-12,2024-10-12
1559,Abhishek,Jain,abhishek.jain9205@hotmail.com,9708122801,Male,1973-07-17,Visakhapatnam,Andhra Pradesh,India,Platinum,2025-09-15,2025-09-15,2025-09-15
1560,Varun,Jain,varun.jain5124@outlook.com,8468452798,Male,1983-05-07,Bhubaneswar,Odisha,India,Bronze,2025-01-27,2025-01-27,2025-01-27
1561,Madhuri,Reddy,madhuri.reddy5266@gmail.com,9896793289,Female,2005-08-05,Visakhapatnam,Andhra Pradesh,India,Silver,2022-10-01,2022-10-01,2022-10-01
1562,Abhishek,Kulkarni,abhishek.kulkarni7681@gmail.com,8064685007,Male,1989-04-09,Ranchi,Jharkhand,India,Gold,2025-02-26,2025-02-26,2025-02-26
1563,Srinivas,Kumar,srinivas.kumar5146@yahoo.com,7562326905,Male,1999-10-11,Patna,Bihar,India,Bronze,2022-12-27,2022-12-27,2022-12-27
1564,Deepika,Mehta,deepika.mehta6632@yahoo.com,6308071033,Female,1967-02-20,Nagpur,Maharashtra,India,Silver,2023-11-05,2023-11-05,2023-11-05
1565,Ananya,Das,ananya.das974@hotmail.com,8405133234,Female,1997-04-18,Cuttack,Odisha,India,Bronze,2023-08-05,2023-08-05,2023-08-05
1566,Akash,Yadav,akash.yadav5145@gmail.com,7895265561,Male,1999-07-17,Kolkata,West Bengal,India,Gold,2025-05-06,2025-05-06,2025-05-06
1567,Imran,Bhat,imran.bhat8663@yahoo.com,6563662466,Male,1967-09-08,Nashik,Maharashtra,India,Platinum,2024-06-05,2024-06-05,2024-06-05
1568,Jyothi,Kulkarni,jyothi.kulkarni4807@hotmail.com,8889497323,Female,1958-05-21,Thiruvananthapuram,Kerala,India,Platinum,2023-08-20,2023-08-20,2023-08-20
1569,Ashwin,Singh,ashwin.singh5176@gmail.com,6854921043,Male,2003-06-08,Udaipur,Rajasthan,India,Silver,2026-05-10,2026-05-10,2026-05-10
1570,Pallavi,Pandey,pallavi.pandey9356@gmail.com,9887086278,Female,2007-03-22,Kochi,Kerala,India,Silver,2022-11-16,2022-11-16,2022-11-16
1571,Ankit,Joshi,ankit.joshi4781@yahoo.com,8303497533,Male,1980-07-12,Hubli,Karnataka,India,Bronze,2025-09-09,2025-09-09,2025-09-09
1572,Rahul,Iyer,rahul.iyer1910@yahoo.com,8338564898,Male,1960-08-21,Mysore,Karnataka,India,Bronze,2024-01-13,2024-01-13,2024-01-13
1573,Abhishek,Rao,abhishek.rao6347@outlook.com,9919349804,Male,1977-08-23,Bhubaneswar,Odisha,India,Silver,2022-08-09,2022-08-09,2022-08-09
1574,Pranav,Chatterjee,pranav.chatterjee5556@gmail.com,9827203532,Male,1988-02-01,Cuttack,Odisha,India,Gold,2025-01-15,2025-01-15,2025-01-15
1575,Tanya,Kapoor,tanya.kapoor4197@gmail.com,7450804816,Female,1972-07-06,Agra,Uttar Pradesh,India,Gold,2024-01-14,2024-01-14,2024-01-14
